,Unnamed: 0,Sender,Child,UMID,Text,Recipient,Type,Likes,Gender,Age,Media,BMI,mean_BMI,tokens,triples,low,stop,punctuation,stem,stem_string,foods,drinks,restaurants,supermarkets,related,slang,brands,diet,meals,Dmeals,Media_0.0,Media_1.0,Media_2.0,words,words_no,word_string,count,length,nutriscores,nutriscore_mean
1595,334345,3330106005,6005.0,146419,Spinazie,3330106024.0,my,0,1,9,0.0,,17,['Spinazie'],['Spinazie'],['spinazie'],['spinazie'],['spinazie'],['spinazie'],spinazie,1,0,0,0,0,0,0,0,0,0,1,0,0,['spinazie'],1,spinazie,30,1,[1],1.0
1596,334346,3330106005,6005.0,146420,Dat zit in de salade,3330106024.0,my,0,1,9,0.0,,17,"['Dat', 'zit', 'in', 'de', 'salade']","['Dat', 'zit', 'in', 'de', 'salade']","['dat', 'zit', 'in', 'de', 'salade']","['zit', 'salade']","['zit', 'salade']","['zit', 'salad']","zit,salad",1,0,0,0,0,0,0,0,1,0,1,0,0,['salad'],1,salad,30,2,[1.8],1.8
1600,334575,3330106006,6006.0,141062,Vlees met aardapelen en tomatjes,3330106016.0,my,0,1,10,0.0,,17,"['Vlees', 'met', 'aardapelen', 'en', 'tomatjes']","['Vlees', 'met', 'aardapelen', 'en', 'tomatjes']","['vlees', 'met', 'aardapelen', 'en', 'tomatjes']","['vlees', 'aardapelen', 'tomatjes']","['vlees', 'aardapelen', 'tomatjes']","['vles', 'aardapel', 'tomatjes']","vles,aardapel,tomatjes",1,0,0,0,0,0,0,0,0,0,1,0,0,['vles'],1,vles,20,3,[2],2.0
1604,335057,3330106006,6006.0,147119,MIjn opa en snoepjes boterhammen en nog veel meer,3330106016.0,my,0,1,10,0.0,,17,"['MIjn', 'opa', 'en', 'snoepjes', 'boterhammen', 'en', 'nog', 'veel', 'meer']","['MIjn', 'opa', 'en', 'snoepjes', 'boterhammen', 'en', 'nog', 'veel', 'meer']","['mijn', 'opa', 'en', 'snoepjes', 'boterhammen', 'en', 'nog', 'veel', 'meer']","['opa', 'snoepjes', 'boterhammen']","['opa', 'snoepjes', 'boterhammen']","['opa', 'snoepjes', 'boterhamm']","opa,snoepjes,boterhamm",0,0,0,0,0,0,0,0,1,0,1,0,0,['boterhamm'],1,boterhamm,20,3,[2],2.0
1614,335961,3330106016,6016.0,143354,Amir hoezo kom jij om bees met eten,,group,0,0,10,0.0,,16,"['Amir', 'hoezo', 'kom', 'jij', 'om', 'bees', 'met', 'eten']","['Amir', 'hoezo', 'kom', 'jij', 'om', 'bees', 'met', 'eten']","['amir', 'hoezo', 'kom', 'jij', 'om', 'bees', 'met', 'eten']","['amir', 'hoezo', 'kom', 'jij', 'bees', 'eten']","['amir', 'hoezo', 'kom', 'jij', 'bees', 'eten']","['amir', 'hoezo', 'kom', 'jij', 'bes', 'eten']","amir,hoezo,kom,jij,bes,eten",1,0,0,0,1,0,0,0,0,0,1,0,0,"['bes', 'eten']",2,"bes,eten",23,6,[1],1.0
1616,336289,3330106017,6017.0,141769,Ik eet stokbrood met ij en stokbrood os krokant,,group,1,0,9,0.0,,16,"['Ik', 'eet', 'stokbrood', 'met', 'ij', 'en', 'stokbrood', 'os', 'krokant']","['Ik', 'eet', 'stokbrood', 'met', 'ij', 'en', 'stokbrood', 'os', 'krokant']","['ik', 'eet', 'stokbrood', 'met', 'ij', 'en', 'stokbrood', 'os', 'krokant']","['eet', 'stokbrood', 'ij', 'stokbrood', 'os', 'krokant']","['eet', 'stokbrood', 'ij', 'stokbrood', 'os', 'krokant']","['eet', 'stokbrod', 'ij', 'stokbrod', 'os', 'krokant']","eet,stokbrod,ij,stokbrod,os,krokant",1,0,0,0,2,0,0,0,0,0,1,0,0,"['krokant', 'stokbrod', 'stokbrod', 'eet']",4,"krokant,stokbrod,stokbrod,eet",17,6,"[1.2, 1.2]",1.2
1636,340399,3829805948,5948.0,129671,Wij gaan soep eten met balletjes,,group,0,1,10,0.0,,0,"['Wij', 'gaan', 'soep', 'eten', 'met', 'balletjes']","['Wij', 'gaan', 'soep', 'eten', 'met', 'balletjes']","['wij', 'gaan', 'soep', 'eten', 'met', 'balletjes']","['wij', 'gaan', 'soep', 'eten', 'balletjes']","['wij', 'gaan', 'soep', 'eten', 'balletjes']","['wij', 'gan', 'soep', 'eten', 'balletjes']","wij,gan,soep,eten,balletjes",0,0,0,0,1,0,0,0,1,0,1,0,0,"['soep', 'eten']",2,"soep,eten",3,5,[1.6],1.6
1637,340403,3829805948,5948.0,129718,Sorry ik bedoel pasta ,,group,0,1,10,0.0,,0,"['Sorry', 'ik', 'bedoel', 'pasta']","['Sorry', 'ik', 'bedoel', 'pasta']","['sorry', 'ik', 'bedoel', 'pasta']","['sorry', 'bedoel', 'pasta']","['sorry', 'bedoel', 'pasta']","['sorry', 'bedoel', 'pasta']","sorry,bedoel,pasta",1,0,0,0,0,0,0,0,0,0,1,0,0,['pasta'],1,pasta,3,3,[1.8],1.8
1638,340404,3829805948,5948.0,129719,Pap zij soep,,group,0,1,10,0.0,,0,"['Pap', 'zij', 'soep']","['Pap', 'zij', 'soep']","['pap', 'zij', 'soep']","['pap', 'soep']","['pap', 'soep']","['pap', 'soep']","pap,soep",0,0,0,0,0,0,0,0,1,0,1,0,0,['soep'],1,soep,3,2,[1.6],1.6
1649,341226,3829805956,5956.0,131070,Ik Ben op het pat nu,,group,0,0,9,0.0,,16,"['Ik', 'Ben', 'op', 'het', 'pat', 'nu']","['Ik', 'Ben', 'op', 'het', 'pat', 'nu']","['ik', 'ben', 'op', 'het', 'pat', 'nu']",['pat'],['pat'],['pat'],pat,1,0,0,0,0,0,0,0,0,0,1,0,0,['pat'],1,pat,1,1,[2],2.0
1662,341770,3829805959,5959.0,129682,Ik heb broodje swarma op ,3829805966.0,my,0,1,10,0.0,,21,"['Ik', 'heb', 'broodje', 'swarma', 'op']","['Ik', 'heb', 'broodje', 'swarma', 'op']","['ik', 'heb', 'broodje', 'swarma', 'op']","['broodje', 'swarma']","['broodje', 'swarma']","['broodj', 'swarma']","broodj,swarma",1,0,0,0,0,0,0,0,0,1,1,0,0,['broodj'],1,broodj,13,2,[2],2.0
1663,341773,3829805959,5959.0,129695,Tess vindt pasta,3829805966.0,my,0,1,10,0.0,,21,"['Tess', 'vindt', 'pasta']","['Tess', 'vindt', 'pasta']","['tess', 'vindt', 'pasta']","['tess', 'vindt', 'pasta']","['tess', 'vindt', 'pasta']","['tes', 'vindt', 'pasta']","tes,vindt,pasta",1,0,0,0,0,0,0,0,0,0,1,0,0,['pasta'],1,pasta,13,3,[1.8],1.8
1664,341774,3829805959,5959.0,129699,Wat pasta,3829805966.0,my,0,1,10,0.0,,21,"['Wat', 'pasta']","['Wat', 'pasta']","['wat', 'pasta']",['pasta'],['pasta'],['pasta'],pasta,1,0,0,0,0,0,0,0,0,0,1,0,0,['pasta'],1,pasta,13,1,[1.8],1.8
1666,341974,3829805959,5959.0,138651,Superleuk Ik eet vanavond pannenkoeken zin in,,group,0,1,10,0.0,,21,"['Superleuk', 'Ik', 'eet', 'vanavond', 'pannenkoeken', 'zin', 'in']","['Superleuk', 'Ik', 'eet', 'vanavond', 'pannenkoeken', 'zin', 'in']","['superleuk', 'ik', 'eet', 'vanavond', 'pannenkoeken', 'zin', 'in']","['superleuk', 'eet', 'vanavond', 'pannenkoeken', 'zin']","['superleuk', 'eet', 'vanavond', 'pannenkoeken', 'zin']","['superleuk', 'eet', 'vanavond', 'pannenkoek', 'zin']","superleuk,eet,vanavond,pannenkoek,zin",0,0,0,0,1,0,0,0,0,1,1,0,0,"['pannenkoek', 'eet']",2,"pannenkoek,eet",13,5,[2.4],2.4
1669,342335,3829805961,5961.0,136124,Ook nog bedankt sorry heel paat gereageert,3829805969.0,my,0,1,10,0.0,,15,"['Ook', 'nog', 'bedankt', 'sorry', 'heel', 'paat', 'gereageert']","['Ook', 'nog', 'bedankt', 'sorry', 'heel', 'paat', 'gereageert']","['ook', 'nog', 'bedankt', 'sorry', 'heel', 'paat', 'gereageert']","['bedankt', 'sorry', 'heel', 'paat', 'gereageert']","['bedankt', 'sorry', 'heel', 'paat', 'gereageert']","['bedankt', 'sorry', 'hel', 'pat', 'gereageert']","bedankt,sorry,hel,pat,gereageert",1,0,0,0,0,0,0,0,0,0,1,0,0,['pat'],1,pat,8,5,[2],2.0
1675,342983,3829805966,5966.0,129687,Pasta,3829805959.0,my,0,0,10,0.0,,19,['Pasta'],['Pasta'],['pasta'],['pasta'],['pasta'],['pasta'],pasta,1,0,0,0,0,0,0,0,0,0,1,0,0,['pasta'],1,pasta,8,1,[1.8],1.8
1694,345273,3829905924,5924.0,129376,Ik ga pannenkoeken eten,,group,0,0,11,0.0,,17,"['Ik', 'ga', 'pannenkoeken', 'eten']","['Ik', 'ga', 'pannenkoeken', 'eten']","['ik', 'ga', 'pannenkoeken', 'eten']","['ga', 'pannenkoeken', 'eten']","['ga', 'pannenkoeken', 'eten']","['ga', 'pannenkoek', 'eten']","ga,pannenkoek,eten",0,0,0,0,1,0,0,0,0,1,1,0,0,"['pannenkoek', 'eten']",2,"pannenkoek,eten",23,3,[2.4],2.4
1696,345417,3829905925,5925.0,123497,Taal uw al uitspraak half is FM fl ja al hals en ga al is aan va do ja andere tas huisstijl fl ja wij na FC stop ja SG HD rijst is saai KZ en Go PZ DM je tip is af ga erop LCD HC do is at FC cd is do is een Oz zo,,group,0,1,11,0.0,,14,"['Taal', 'uw', 'al', 'uitspraak', 'half', 'is', 'FM', 'fl', 'ja', 'al', 'hals', 'en', 'ga', 'al', 'is', 'aan', 'va', 'do', 'ja', 'andere', 'tas', 'huisstijl', 'fl', 'ja', 'wij', 'na', 'FC', 'stop', 'ja', 'SG', 'HD', 'rijst', 'is', 'saai', 'KZ', 'en', 'Go', 'PZ', 'DM', 'je', 'tip', 'is', 'af', 'ga', 'erop', 'LCD', 'HC', 'do', 'is', 'at', 'FC', 'cd', 'is', 'do', 'is', 'een', 'Oz', 'zo']","['Taal', 'uw', 'al', 'uitspraak', 'half', 'is', 'FM', 'fl', 'ja', 'al', 'hals', 'en', 'ga', 'al', 'is', 'aan', 'va', 'do', 'ja', 'andere', 'tas', 'huisstijl', 'fl', 'ja', 'wij', 'na', 'FC', 'stop', 'ja', 'SG', 'HD', 'rijst', 'is', 'saai', 'KZ', 'en', 'Go', 'PZ', 'DM', 'je', 'tip', 'is', 'af', 'ga', 'erop', 'LCD', 'HC', 'do', 'is', 'at', 'FC', 'cd', 'is', 'do', 'is', 'een', 'Oz', 'zo']","['taal', 'uw', 'al', 'uitspraak', 'half', 'is', 'fm', 'fl', 'ja', 'al', 'hals', 'en', 'ga', 'al', 'is', 'aan', 'va', 'do', 'ja', 'andere', 'tas', 'huisstijl', 'fl', 'ja', 'wij', 'na', 'fc', 'stop', 'ja', 'sg', 'hd', 'rijst', 'is', 'saai', 'kz', 'en', 'go', 'pz', 'dm', 'je', 'tip', 'is', 'af', 'ga', 'erop', 'lcd', 'hc', 'do', 'is', 'at', 'fc', 'cd', 'is', 'do', 'is', 'een', 'oz', 'zo']","['taal', 'uitspraak', 'half', 'fm', 'fl', 'hals', 'ga', 'va', 'do', 'tas', 'huisstijl', 'fl', 'wij', 'fc', 'stop', 'sg', 'hd', 'rijst', 'saai', 'kz', 'go', 'pz', 'dm', 'tip', 'af', 'ga', 'erop', 'lcd', 'hc', 'do', 'at', 'fc', 'cd', 'do', 'oz']","['taal', 'uitspraak', 'half', 'fm', 'fl', 'hals', 'ga', 'va', 'do', 'tas', 'huisstijl', 'fl', 'wij', 'fc', 'stop', 'sg', 'hd', 'rijst', 'saai', 'kz', 'go', 'pz', 'dm', 'tip', 'af', 'ga', 'erop', 'lcd', 'hc', 'do', 'at', 'fc', 'cd', 'do', 'oz']","['tal', 'uitsprak', 'half', 'fm', 'fl', 'hal', 'ga', 'va', 'do', 'tas', 'huisstijl', 'fl', 'wij', 'fc', 'stop', 'sg', 'hd', 'rijst', 'saai', 'kz', 'go', 'pz', 'dm', 'tip', 'af', 'ga', 'erop', 'lcd', 'hc', 'do', 'at', 'fc', 'cd', 'do', 'oz']","tal,uitsprak,half,fm,fl,hal,ga,va,do,tas,huisstijl,fl,wij,fc,stop,sg,hd,rijst,saai,kz,go,pz,dm,tip,af,ga,erop,lcd,hc,do,at,fc,cd,do,oz",1,0,0,0,0,0,0,0,0,0,1,0,0,['rijst'],1,rijst,17,35,[1.2],1.2
1697,345650,3829905928,5928.0,124089,Ik ga eten pasta??,,group,0,0,11,0.0,,18,"['Ik', 'ga', 'eten', 'pasta']","['Ik', 'ga', 'eten', 'pasta']","['ik', 'ga', 'eten', 'pasta']","['ga', 'eten', 'pasta']","['ga', 'eten', 'pasta']","['ga', 'eten', 'pasta']","ga,eten,pasta",1,0,0,0,1,0,0,0,0,0,1,0,0,"['pasta', 'eten']",2,"pasta,eten",11,3,[1.8],1.8
1698,345651,3829905928,5928.0,124162,Nee pasta,,group,0,0,11,0.0,,18,"['Nee', 'pasta']","['Nee', 'pasta']","['nee', 'pasta']","['nee', 'pasta']","['nee', 'pasta']","['nee', 'pasta']","nee,pasta",1,0,0,0,0,0,0,0,0,0,1,0,0,['pasta'],1,pasta,11,2,[1.8],1.8
1699,345727,3829905928,5928.0,129005,Ik ga vis halen,,group,0,0,11,0.0,,18,"['Ik', 'ga', 'vis', 'halen']","['Ik', 'ga', 'vis', 'halen']","['ik', 'ga', 'vis', 'halen']","['ga', 'vis', 'halen']","['ga', 'vis', 'halen']","['ga', 'vis', 'hal']","ga,vis,hal",1,0,0,0,0,0,0,0,0,0,1,0,0,['vis'],1,vis,11,3,[1],1.0
1700,345746,3829905928,5928.0,129467,Kibbeling??????,,group,0,0,11,0.0,,18,['Kibbeling'],['Kibbeling'],['kibbeling'],['kibbeling'],['kibbeling'],['kibbel'],kibbel,0,0,0,0,0,0,0,0,0,1,1,0,0,['kibbel'],1,kibbel,11,1,[1],1.0
1707,346259,3829905932,5932.0,129286,Is de vis lekker???????????????????????????????????????,3829905928.0,my,0,0,11,0.0,,13,"['Is', 'de', 'vis', 'lekker']","['Is', 'de', 'vis', 'lekker']","['is', 'de', 'vis', 'lekker']","['vis', 'lekker']","['vis', 'lekker']","['vis', 'lekker']","vis,lekker",1,0,0,0,0,0,0,0,0,0,1,0,0,['vis'],1,vis,14,2,[1],1.0
1708,346268,3829905932,5932.0,129459,Was de vis lekker ilja,,group,0,0,11,0.0,,13,"['Was', 'de', 'vis', 'lekker', 'ilja']","['Was', 'de', 'vis', 'lekker', 'ilja']","['was', 'de', 'vis', 'lekker', 'ilja']","['vis', 'lekker', 'ilja']","['vis', 'lekker', 'ilja']","['vis', 'lekker', 'ilja']","vis,lekker,ilja",1,0,0,0,0,0,0,0,0,0,1,0,0,['vis'],1,vis,14,3,[1],1.0
1709,346270,3829905932,5932.0,129477,Wij soep met brood ????????????????????????????????????????????,,group,0,0,11,0.0,,13,"['Wij', 'soep', 'met', 'brood']","['Wij', 'soep', 'met', 'brood']","['wij', 'soep', 'met', 'brood']","['wij', 'soep', 'brood']","['wij', 'soep', 'brood']","['wij', 'soep', 'brod']","wij,soep,brod",1,0,0,0,0,0,0,0,1,0,1,0,0,"['soep', 'brod']",2,"soep,brod",14,3,"[1.6, 1.2]",1.4
1724,349360,5830306071,6071.0,150127,Ben bij de bso had mijn tel in mijn broekzak 1 iemand zat naast mij en de bank trilde 2 x moest ik een foto maken wat ik aan het doen was en dat was Fruit eten,,group,0,1,10,0.0,,19,"['Ben', 'bij', 'de', 'bso', 'had', 'mijn', 'tel', 'in', 'mijn', 'broekzak', '1', 'iemand', 'zat', 'naast', 'mij', 'en', 'de', 'bank', 'trilde', '2', 'x', 'moest', 'ik', 'een', 'foto', 'maken', 'wat', 'ik', 'aan', 'het', 'doen', 'was', 'en', 'dat', 'was', 'Fruit', 'eten']","['Ben', 'bij', 'de', 'bso', 'had', 'mijn', 'tel', 'in', 'mijn', 'broekzak', '1', 'iemand', 'zat', 'naast', 'mij', 'en', 'de', 'bank', 'trilde', '2', 'x', 'moest', 'ik', 'een', 'foto', 'maken', 'wat', 'ik', 'aan', 'het', 'doen', 'was', 'en', 'dat', 'was', 'Fruit', 'eten']","['ben', 'bij', 'de', 'bso', 'had', 'mijn', 'tel', 'in', 'mijn', 'broekzak', '1', 'iemand', 'zat', 'naast', 'mij', 'en', 'de', 'bank', 'trilde', '2', 'x', 'moest', 'ik', 'een', 'foto', 'maken', 'wat', 'ik', 'aan', 'het', 'doen', 'was', 'en', 'dat', 'was', 'fruit', 'eten']","['bso', 'tel', 'broekzak', 'zat', 'naast', 'bank', 'trilde', 'moest', 'foto', 'maken', 'fruit', 'eten']","['bso', 'tel', 'broekzak', 'zat', 'naast', 'bank', 'trilde', 'moest', 'foto', 'maken', 'fruit', 'eten']","['bso', 'tel', 'broekzak', 'zat', 'naast', 'bank', 'trild', 'moest', 'foto', 'mak', 'fruit', 'eten']","bso,tel,broekzak,zat,naast,bank,trild,moest,foto,mak,fruit,eten",1,0,0,0,1,0,0,0,0,0,1,0,0,"['fruit', 'eten']",2,"fruit,eten",10,12,[1.5],1.5
1744,354858,3912502908,2908.0,136584,Kiwi,,group,0,0,11,0.0,,17,['Kiwi'],['Kiwi'],['kiwi'],['kiwi'],['kiwi'],['kiwi'],kiwi,1,0,0,0,0,0,0,0,0,0,1,0,0,['kiwi'],1,kiwi,9,1,[1.4],1.4
1753,356485,3929005802,5802.0,136704,Ik kip reis en bonen ,,group,0,1,9,0.0,,27,"['Ik', 'kip', 'reis', 'en', 'bonen']","['Ik', 'kip', 'reis', 'en', 'bonen']","['ik', 'kip', 'reis', 'en', 'bonen']","['kip', 'reis', 'bonen']","['kip', 'reis', 'bonen']","['kip', 'reis', 'bon']","kip,reis,bon",1,0,0,0,0,0,0,0,0,0,1,0,0,['kip'],1,kip,12,3,[2],2.0
1754,356521,3929005802,5802.0,137774, Nee ga niet goed van het is van de trap gevallen en haar vlees is weg tot haar bod ,3929005803.0,my,0,1,9,0.0,,27,"['Nee', 'ga', 'niet', 'goed', 'van', 'het', 'is', 'van', 'de', 'trap', 'gevallen', 'en', 'haar', 'vlees', 'is', 'weg', 'tot', 'haar', 'bod']","['Nee', 'ga', 'niet', 'goed', 'van', 'het', 'is', 'van', 'de', 'trap', 'gevallen', 'en', 'haar', 'vlees', 'is', 'weg', 'tot', 'haar', 'bod']","['nee', 'ga', 'niet', 'goed', 'van', 'het', 'is', 'van', 'de', 'trap', 'gevallen', 'en', 'haar', 'vlees', 'is', 'weg', 'tot', 'haar', 'bod']","['nee', 'ga', 'goed', 'trap', 'gevallen', 'vlees', 'weg', 'bod']","['nee', 'ga', 'goed', 'trap', 'gevallen', 'vlees', 'weg', 'bod']","['nee', 'ga', 'goed', 'trap', 'gevall', 'vles', 'weg', 'bod']","nee,ga,goed,trap,gevall,vles,weg,bod",1,0,0,0,0,0,0,0,0,0,1,0,0,['vles'],1,vles,12,8,[2],2.0
1759,356761,3929005803,5803.0,129244,Ik heb nog niet gegeten maar ik ga soep eten jammie,3929005807.0,my,0,1,10,0.0,,20,"['Ik', 'heb', 'nog', 'niet', 'gegeten', 'maar', 'ik', 'ga', 'soep', 'eten', 'jammie']","['Ik', 'heb', 'nog', 'niet', 'gegeten', 'maar', 'ik', 'ga', 'soep', 'eten', 'jammie']","['ik', 'heb', 'nog', 'niet', 'gegeten', 'maar', 'ik', 'ga', 'soep', 'eten', 'jammie']","['gegeten', 'ga', 'soep', 'eten', 'jammie']","['gegeten', 'ga', 'soep', 'eten', 'jammie']","['geget', 'ga', 'soep', 'eten', 'jammie']","geget,ga,soep,eten,jammie",0,0,0,0,1,1,0,0,1,0,1,0,0,"['soep', 'jammie', 'eten']",3,"soep,jammie,eten",54,5,[1.6],1.6
1760,356762,3929005803,5803.0,129250,Ja en jij andijvie toch,3929005807.0,my,0,1,10,0.0,,20,"['Ja', 'en', 'jij', 'andijvie', 'toch']","['Ja', 'en', 'jij', 'andijvie', 'toch']","['ja', 'en', 'jij', 'andijvie', 'toch']","['jij', 'andijvie']","['jij', 'andijvie']","['jij', 'andijvie']","jij,andijvie",1,0,0,0,0,0,0,0,0,0,1,0,0,['andijvie'],1,andijvie,54,2,[1],1.0
1762,356801,3929005803,5803.0,129593,Ik ga soep met spagettie eten jammie,,group,0,1,10,0.0,,20,"['Ik', 'ga', 'soep', 'met', 'spagettie', 'eten', 'jammie']","['Ik', 'ga', 'soep', 'met', 'spagettie', 'eten', 'jammie']","['ik', 'ga', 'soep', 'met', 'spagettie', 'eten', 'jammie']","['ga', 'soep', 'spagettie', 'eten', 'jammie']","['ga', 'soep', 'spagettie', 'eten', 'jammie']","['ga', 'soep', 'spagettie', 'eten', 'jammie']","ga,soep,spagettie,eten,jammie",0,0,0,0,1,1,0,0,1,0,1,0,0,"['soep', 'jammie', 'eten']",3,"soep,jammie,eten",54,5,[1.6],1.6
1763,356803,3929005803,5803.0,129598,Ik eet nu soep en spagettie,3929005813.0,my,0,1,10,0.0,,20,"['Ik', 'eet', 'nu', 'soep', 'en', 'spagettie']","['Ik', 'eet', 'nu', 'soep', 'en', 'spagettie']","['ik', 'eet', 'nu', 'soep', 'en', 'spagettie']","['eet', 'soep', 'spagettie']","['eet', 'soep', 'spagettie']","['eet', 'soep', 'spagettie']","eet,soep,spagettie",0,0,0,0,1,0,0,0,1,0,1,0,0,"['soep', 'eet']",2,"soep,eet",54,3,[1.6],1.6
1778,357762,3929005803,5803.0,138600,Zij is van de trap gevallen en haar vlees is weg van haar bot,3929005811.0,my,0,1,10,0.0,,20,"['Zij', 'is', 'van', 'de', 'trap', 'gevallen', 'en', 'haar', 'vlees', 'is', 'weg', 'van', 'haar', 'bot']","['Zij', 'is', 'van', 'de', 'trap', 'gevallen', 'en', 'haar', 'vlees', 'is', 'weg', 'van', 'haar', 'bot']","['zij', 'is', 'van', 'de', 'trap', 'gevallen', 'en', 'haar', 'vlees', 'is', 'weg', 'van', 'haar', 'bot']","['trap', 'gevallen', 'vlees', 'weg', 'bot']","['trap', 'gevallen', 'vlees', 'weg', 'bot']","['trap', 'gevall', 'vles', 'weg', 'bot']","trap,gevall,vles,weg,bot",1,0,0,0,0,0,0,0,0,0,1,0,0,['vles'],1,vles,54,5,[2],2.0
1780,357767,3929005803,5803.0,138611,Mijn ijsje heet fruit dream hahaha,3929005811.0,my,0,1,10,0.0,,20,"['Mijn', 'ijsje', 'heet', 'fruit', 'dream', 'hahaha']","['Mijn', 'ijsje', 'heet', 'fruit', 'dream', 'hahaha']","['mijn', 'ijsje', 'heet', 'fruit', 'dream', 'hahaha']","['ijsje', 'heet', 'fruit', 'dream', 'hahaha']","['ijsje', 'heet', 'fruit', 'dream', 'hahaha']","['ijsj', 'het', 'fruit', 'dream', 'hahaha']","ijsj,het,fruit,dream,hahaha",1,0,0,0,0,0,0,0,0,0,1,0,0,['fruit'],1,fruit,54,5,[1.5],1.5
1781,357768,3929005803,5803.0,138614,Mijn zusje en broertje hebben sinaasappel,3929005811.0,my,0,1,10,0.0,,20,"['Mijn', 'zusje', 'en', 'broertje', 'hebben', 'sinaasappel']","['Mijn', 'zusje', 'en', 'broertje', 'hebben', 'sinaasappel']","['mijn', 'zusje', 'en', 'broertje', 'hebben', 'sinaasappel']","['zusje', 'broertje', 'sinaasappel']","['zusje', 'broertje', 'sinaasappel']","['zusj', 'broertj', 'sinaasappel']","zusj,broertj,sinaasappel",1,0,0,0,0,0,0,0,0,0,1,0,0,['sinaasappel'],1,sinaasappel,54,3,[1],1.0
1783,357878,3929005803,5803.0,139758,Ik zit lekker watermeloen te ETEN!,,group,0,1,10,0.0,,20,"['Ik', 'zit', 'lekker', 'watermeloen', 'te', 'ETEN']","['Ik', 'zit', 'lekker', 'watermeloen', 'te', 'ETEN']","['ik', 'zit', 'lekker', 'watermeloen', 'te', 'eten']","['zit', 'lekker', 'watermeloen', 'eten']","['zit', 'lekker', 'watermeloen', 'eten']","['zit', 'lekker', 'watermeloen', 'eten']","zit,lekker,watermeloen,eten",1,0,0,0,1,0,0,0,0,0,1,0,0,"['watermeloen', 'eten']",2,"watermeloen,eten",54,4,[2],2.0
1784,357880,3929005803,5803.0,139761,Ik zit lekker watermeloen te eten,3929005812.0,my,0,1,10,0.0,,20,"['Ik', 'zit', 'lekker', 'watermeloen', 'te', 'eten']","['Ik', 'zit', 'lekker', 'watermeloen', 'te', 'eten']","['ik', 'zit', 'lekker', 'watermeloen', 'te', 'eten']","['zit', 'lekker', 'watermeloen', 'eten']","['zit', 'lekker', 'watermeloen', 'eten']","['zit', 'lekker', 'watermeloen', 'eten']","zit,lekker,watermeloen,eten",1,0,0,0,1,0,0,0,0,0,1,0,0,"['watermeloen', 'eten']",2,"watermeloen,eten",54,4,[2],2.0
1785,358006,3929005804,5804.0,131520,Banaanen zijn lekker he kan  toch,,group,0,0,10,0.0,,17,"['Banaanen', 'zijn', 'lekker', 'he', 'kan', 'toch']","['Banaanen', 'zijn', 'lekker', 'he', 'kan', 'toch']","['banaanen', 'zijn', 'lekker', 'he', 'kan', 'toch']","['banaanen', 'lekker', 'he']","['banaanen', 'lekker', 'he']","['banan', 'lekker', 'he']","banan,lekker,he",1,0,0,0,0,0,0,0,0,0,1,0,0,['banan'],1,banan,10,3,[2],2.0
1786,358041,3929005804,5804.0,135747,Familie demeien en kip,3929005811.0,my,0,0,10,1.0,,17,"['Familie', 'demeien', 'en', 'kip']","['Familie', 'demeien', 'en', 'kip']","['familie', 'demeien', 'en', 'kip']","['familie', 'demeien', 'kip']","['familie', 'demeien', 'kip']","['familie', 'demei', 'kip']","familie,demei,kip",1,0,0,0,0,0,0,0,0,0,0,1,0,['kip'],1,kip,10,3,[2],2.0
1800,359504,3929005812,5812.0,126397,Cheese burger,,group,1,1,9,2.0,,19,"['Cheese', 'burger']","['Cheese', 'burger']","['cheese', 'burger']","['cheese', 'burger']","['cheese', 'burger']","['ches', 'burger']","ches,burger",0,0,0,0,0,0,0,0,1,0,0,0,1,['burger'],1,burger,10,2,[2.4],2.4
1801,359562,3929005812,5812.0,130489,Ga nu pannenkoek eten,,group,1,1,9,0.0,,19,"['Ga', 'nu', 'pannenkoek', 'eten']","['Ga', 'nu', 'pannenkoek', 'eten']","['ga', 'nu', 'pannenkoek', 'eten']","['ga', 'pannenkoek', 'eten']","['ga', 'pannenkoek', 'eten']","['ga', 'pannenkoek', 'eten']","ga,pannenkoek,eten",0,0,0,0,1,0,0,0,0,1,1,0,0,"['pannenkoek', 'eten']",2,"pannenkoek,eten",10,3,[2.4],2.4
1802,359563,3929005812,5812.0,130502,Ik ga pannenkoek eten,3929005803.0,my,0,1,9,0.0,,19,"['Ik', 'ga', 'pannenkoek', 'eten']","['Ik', 'ga', 'pannenkoek', 'eten']","['ik', 'ga', 'pannenkoek', 'eten']","['ga', 'pannenkoek', 'eten']","['ga', 'pannenkoek', 'eten']","['ga', 'pannenkoek', 'eten']","ga,pannenkoek,eten",0,0,0,0,1,0,0,0,0,1,1,0,0,"['pannenkoek', 'eten']",2,"pannenkoek,eten",10,3,[2.4],2.4
